pu_code,fin_year,pu_price,start_date,end_date
AH01001,2001/02,25.28,2001-01-07,2002-06-30
AH01001,2002/03,26.69,2002-01-07,2003-06-30
AH01001,2003/04,27.82,2003-01-07,2004-06-30
AH01001,2004/05,28.55,2004-01-07,2005-06-30
AH01001,2005/06,29.22,2005-01-07,2006-06-30
AH01001,2006/07,77.65,2006-01-07,2007-06-30
AH01001,2007/08,118.78,2007-01-07,2008-06-30
AH01001,2008/09,152.05,2008-01-07,2009-06-30
AH01001,2009/10,139.96,2009-01-07,2010-06-30
AH01001,2010/11,114.99,2010-01-07,2011-06-30
AH01001,2011/12,122.89,2011-01-07,2012-06-30
AH01001,2012/13,117.61,2012-01-07,2013-06-30
AH01001,2013/14,118.66,2013-01-07,2014-06-30
AH01001,2014/15,120.31,2014-01-07,2015-06-30
AH01001,2015/16,149.17,2015-01-07,2016-06-30
AH01001,2016/17,151.3,2016-01-07,2017-06-30
AH01003,2001/02,25.28,2001-01-07,2002-06-30
AH01003,2002/03,26.69,2002-01-07,2003-06-30
AH01003,2003/04,27.82,2003-01-07,2004-06-30
AH01003,2004/05,28.55,2004-01-07,2005-06-30
AH01003,2005/06,29.22,2005-01-07,2006-06-30
AH01003,2006/07,93.58,2006-01-07,2007-06-30
AH01003,2007/08,104.49,2007-01-07,2008-06-30
AH01003,2008/09,105.06,2008-01-07,2009-06-30
AH01003,2009/10,133.42,2009-01-07,2010-06-30
AH01003,2010/11,139.85,2010-01-07,2011-06-30
AH01003,2011/12,155.08,2011-01-07,2012-06-30
AH01003,2012/13,148.42,2012-01-07,2013-06-30
AH01003,2013/14,149.74,2013-01-07,2014-06-30
AH01003,2014/15,151.81,2014-01-07,2015-06-30
AH01003,2015/16,183.45,2015-01-07,2016-06-30
AH01003,2016/17,162.27,2016-01-07,2017-06-30
AH01004,2001/02,25.83,2001-01-07,2002-06-30
AH01004,2002/03,27.27,2002-01-07,2003-06-30
AH01004,2003/04,28.43,2003-01-07,2004-06-30
AH01004,2004/05,29.18,2004-01-07,2005-06-30
AH01004,2005/06,29.86,2005-01-07,2006-06-30
AH01004,2006/07,71.88,2006-01-07,2007-06-30
AH01004,2007/08,76.98,2007-01-07,2008-06-30
AH01004,2008/09,131.79,2008-01-07,2009-06-30
AH01004,2009/10,143.1,2009-01-07,2010-06-30
AH01004,2010/11,192.76,2010-01-07,2011-06-30
AH01004,2011/12,169.04,2011-01-07,2012-06-30
AH01004,2012/13,161.79,2012-01-07,2013-06-30
AH01004,2013/14,163.23,2013-01-07,2014-06-30
AH01004,2014/15,165.49,2014-01-07,2015-06-30
AH01004,2015/16,153.69,2015-01-07,2016-06-30
AH01004,2016/17,125.88,2016-01-07,2017-06-30
AH01005,2001/02,21.37,2001-01-07,2002-06-30
AH01005,2002/03,22.56,2002-01-07,2003-06-30
AH01005,2003/04,23.52,2003-01-07,2004-06-30
AH01005,2004/05,24.14,2004-01-07,2005-06-30
AH01005,2005/06,24.7,2005-01-07,2006-06-30
AH01005,2006/07,51.3,2006-01-07,2007-06-30
AH01005,2007/08,54.94,2007-01-07,2008-06-30
AH01005,2008/09,55.23,2008-01-07,2009-06-30
AH01005,2009/10,73.73,2009-01-07,2010-06-30
AH01005,2010/11,72.29,2010-01-07,2011-06-30
AH01005,2011/12,85.77,2011-01-07,2012-06-30
AH01005,2012/13,82.08,2012-01-07,2013-06-30
AH01005,2013/14,82.81,2013-01-07,2014-06-30
AH01005,2014/15,83.96,2014-01-07,2015-06-30
AH01005,2015/16,97.9,2015-01-07,2016-06-30
AH01005,2016/17,102.94,2016-01-07,2017-06-30
AH01006,2001/02,25.28,2001-01-07,2002-06-30
AH01006,2002/03,26.69,2002-01-07,2003-06-30
AH01006,2003/04,27.82,2003-01-07,2004-06-30
AH01006,2004/05,28.55,2004-01-07,2005-06-30
AH01006,2005/06,29.22,2005-01-07,2006-06-30
AH01006,2006/07,56.31,2006-01-07,2007-06-30
AH01006,2007/08,60.3,2007-01-07,2008-06-30
AH01006,2008/09,75.05,2008-01-07,2009-06-30
AH01006,2009/10,91.9,2009-01-07,2010-06-30
AH01006,2010/11,132.22,2010-01-07,2011-06-30
AH01006,2011/12,149.12,2011-01-07,2012-06-30
AH01006,2012/13,142.71,2012-01-07,2013-06-30
AH01006,2013/14,143.98,2013-01-07,2014-06-30
AH01006,2014/15,145.98,2014-01-07,2015-06-30
AH01006,2015/16,169.24,2015-01-07,2016-06-30
AH01006,2016/17,191.95,2016-01-07,2017-06-30
AH01007,2001/02,25.28,2001-01-07,2002-06-30
AH01007,2002/03,26.69,2002-01-07,2003-06-30
AH01007,2003/04,27.82,2003-01-07,2004-06-30
AH01007,2004/05,28.55,2004-01-07,2005-06-30
AH01007,2005/06,29.22,2005-01-07,2006-06-30
AH01007,2006/07,114.99,2006-01-07,2007-06-30
AH01007,2007/08,105.28,2007-01-07,2008-06-30
AH01007,2008/09,105.85,2008-01-07,2009-06-30
AH01007,2009/10,126.72,2009-01-07,2010-06-30
AH01007,2010/11,146.46,2010-01-07,2011-06-30
AH01007,2011/12,173.77,2011-01-07,2012-06-30
AH01007,2012/13,166.31,2012-01-07,2013-06-30
AH01007,2013/14,167.79,2013-01-07,2014-06-30
AH01007,2014/15,170.11,2014-01-07,2015-06-30
AH01007,2015/16,167.11,2015-01-07,2016-06-30
AH01007,2016/17,175.87,2016-01-07,2017-06-30
AH01008,2001/02,25.28,2001-01-07,2002-06-30
AH01008,2002/03,26.69,2002-01-07,2003-06-30
AH01008,2003/04,27.82,2003-01-07,2004-06-30
AH01008,2004/05,28.55,2004-01-07,2005-06-30
AH01008,2005/06,29.22,2005-01-07,2006-06-30
AH01008,2006/07,93.92,2006-01-07,2007-06-30
AH01008,2007/08,134.46,2007-01-07,2008-06-30
AH01008,2008/09,139.27,2008-01-07,2009-06-30
AH01008,2009/10,154.58,2009-01-07,2010-06-30
AH01008,2010/11,157.33,2010-01-07,2011-06-30
AH01008,2011/12,164.76,2011-01-07,2012-06-30
AH01008,2012/13,157.68,2012-01-07,2013-06-30
AH01008,2013/14,159.09,2013-01-07,2014-06-30
AH01008,2014/15,161.29,2014-01-07,2015-06-30
AH01008,2015/16,161.5,2015-01-07,2016-06-30
AH01008,2016/17,164.46,2016-01-07,2017-06-30
AH01009,2001/02,0,2001-01-07,2002-06-30
AH01009,2002/03,0,2002-01-07,2003-06-30
AH01009,2003/04,0,2003-01-07,2004-06-30
AH01009,2004/05,0,2004-01-07,2005-06-30
AH01009,2005/06,0,2005-01-07,2006-06-30
AH01009,2006/07,0,2006-01-07,2007-06-30
AH01009,2007/08,0,2007-01-07,2008-06-30
AH01009,2008/09,0,2008-01-07,2009-06-30
AH01009,2009/10,0,2009-01-07,2010-06-30
AH01009,2010/11,0,2010-01-07,2011-06-30
AH01009,2011/12,0,2011-01-07,2012-06-30
AH01009,2012/13,0,2012-01-07,2013-06-30
AH01009,2013/14,0,2013-01-07,2014-06-30
AH01009,2014/15,0,2014-01-07,2015-06-30
AH01009,2015/16,386.61,2015-01-07,2016-06-30
AH01009,2016/17,391.54,2016-01-07,2017-06-30
AH01010,2001/02,0,2001-01-07,2002-06-30
AH01010,2002/03,0,2002-01-07,2003-06-30
AH01010,2003/04,0,2003-01-07,2004-06-30
AH01010,2004/05,0,2004-01-07,2005-06-30
AH01010,2005/06,0,2005-01-07,2006-06-30
AH01010,2006/07,0,2006-01-07,2007-06-30
AH01010,2007/08,0,2007-01-07,2008-06-30
AH01010,2008/09,0,2008-01-07,2009-06-30
AH01010,2009/10,0,2009-01-07,2010-06-30
AH01010,2010/11,0,2010-01-07,2011-06-30
AH01010,2011/12,0,2011-01-07,2012-06-30
AH01010,2012/13,0,2012-01-07,2013-06-30
AH01010,2013/14,0,2013-01-07,2014-06-30
AH01010,2014/15,0,2014-01-07,2015-06-30
AH01010,2015/16,250.08,2015-01-07,2016-06-30
AH01010,2016/17,284.16,2016-01-07,2017-06-30
BSA-70,2001/02,0,2001-01-07,2002-06-30
BSA-70,2002/03,0,2002-01-07,2003-06-30
BSA-70,2003/04,0,2003-01-07,2004-06-30
BSA-70,2004/05,0,2004-01-07,2005-06-30
BSA-70,2005/06,0,2005-01-07,2006-06-30
BSA-70,2006/07,0,2006-01-07,2007-06-30
BSA-70,2007/08,0,2007-01-07,2008-06-30
BSA-70,2008/09,0,2008-01-07,2009-06-30
BSA-70,2009/10,0,2009-01-07,2010-06-30
BSA-70,2010/11,926.2,2010-01-07,2011-06-30
BSA-70,2011/12,0,2011-01-07,2012-06-30
BSA-70,2012/13,0,2012-01-07,2013-06-30
BSA-70,2013/14,0,2013-01-07,2014-06-30
BSA-70,2014/15,0,2014-01-07,2015-06-30
BSA-70,2015/16,0,2015-01-07,2016-06-30
BSA-70,2016/17,0,2016-01-07,2017-06-30
CS01001,2001/02,0,2001-01-07,2002-06-30
CS01001,2002/03,0,2002-01-07,2003-06-30
CS01001,2003/04,0,2003-01-07,2004-06-30
CS01001,2004/05,0,2004-01-07,2005-06-30
CS01001,2005/06,0,2005-01-07,2006-06-30
CS01001,2006/07,0,2006-01-07,2007-06-30
CS01001,2007/08,0,2007-01-07,2008-06-30
CS01001,2008/09,49.53,2008-01-07,2009-06-30
CS01001,2009/10,64.28,2009-01-07,2010-06-30
CS01001,2010/11,65.39,2010-01-07,2011-06-30
CS01001,2011/12,67.94,2011-01-07,2012-06-30
CS01001,2012/13,68.83,2012-01-07,2013-06-30
CS01001,2013/14,69.44,2013-01-07,2014-06-30
CS01001,2014/15,71.42,2014-01-07,2015-06-30
CS01001,2015/16,72.13,2015-01-07,2016-06-30
CS01001,2016/17,68.7,2016-01-07,2017-06-30
CS03001,2001/02,6.63,2001-01-07,2002-06-30
CS03001,2002/03,7,2002-01-07,2003-06-30
CS03001,2003/04,7.29,2003-01-07,2004-06-30
CS03001,2004/05,7.49,2004-01-07,2005-06-30
CS03001,2005/06,7.66,2005-01-07,2006-06-30
CS03001,2006/07,7.15,2006-01-07,2007-06-30
CS03001,2007/08,7.66,2007-01-07,2008-06-30
CS03001,2008/09,7.7,2008-01-07,2009-06-30
CS03001,2009/10,7.84,2009-01-07,2010-06-30
CS03001,2010/11,7.69,2010-01-07,2011-06-30
CS03001,2011/12,7.89,2011-01-07,2012-06-30
CS03001,2012/13,7.55,2012-01-07,2013-06-30
CS03001,2013/14,7.62,2013-01-07,2014-06-30
CS03001,2014/15,7.72,2014-01-07,2015-06-30
CS03001,2015/16,8.05,2015-01-07,2016-06-30
CS03001,2016/17,8.15,2016-01-07,2017-06-30
CS04001,2001/02,99.36,2001-01-07,2002-06-30
CS04001,2002/03,104.92,2002-01-07,2003-06-30
CS04001,2003/04,109.37,2003-01-07,2004-06-30
CS04001,2004/05,112.25,2004-01-07,2005-06-30
CS04001,2005/06,114.87,2005-01-07,2006-06-30
CS04001,2006/07,171.88,2006-01-07,2007-06-30
CS04001,2007/08,193.43,2007-01-07,2008-06-30
CS04001,2008/09,203.98,2008-01-07,2009-06-30
CS04001,2009/10,206.18,2009-01-07,2010-06-30
CS04001,2010/11,250.21,2010-01-07,2011-06-30
CS04001,2011/12,277.5,2011-01-07,2012-06-30
CS04001,2012/13,281.13,2012-01-07,2013-06-30
CS04001,2013/14,283.63,2013-01-07,2014-06-30
CS04001,2014/15,291.7,2014-01-07,2015-06-30
CS04001,2015/16,294.59,2015-01-07,2016-06-30
CS04001,2016/17,238.1,2016-01-07,2017-06-30
CS04002,2001/02,285.25,2001-01-07,2002-06-30
CS04002,2002/03,301.21,2002-01-07,2003-06-30
CS04002,2003/04,313.97,2003-01-07,2004-06-30
CS04002,2004/05,322.24,2004-01-07,2005-06-30
CS04002,2005/06,329.78,2005-01-07,2006-06-30
CS04002,2006/07,372.3,2006-01-07,2007-06-30
CS04002,2007/08,342.45,2007-01-07,2008-06-30
CS04002,2008/09,333.21,2008-01-07,2009-06-30
CS04002,2009/10,365.01,2009-01-07,2010-06-30
CS04002,2010/11,442.96,2010-01-07,2011-06-30
CS04002,2011/12,369.67,2011-01-07,2012-06-30
CS04002,2012/13,374.5,2012-01-07,2013-06-30
CS04002,2013/14,377.83,2013-01-07,2014-06-30
CS04002,2014/15,388.58,2014-01-07,2015-06-30
CS04002,2015/16,356.01,2015-01-07,2016-06-30
CS04002,2016/17,394.68,2016-01-07,2017-06-30
CS04003,2001/02,31.5,2001-01-07,2002-06-30
CS04003,2002/03,33.27,2002-01-07,2003-06-30
CS04003,2003/04,34.68,2003-01-07,2004-06-30
CS04003,2004/05,35.59,2004-01-07,2005-06-30
CS04003,2005/06,36.42,2005-01-07,2006-06-30
CS04003,2006/07,106.65,2006-01-07,2007-06-30
CS04003,2007/08,117.63,2007-01-07,2008-06-30
CS04003,2008/09,124.04,2008-01-07,2009-06-30
CS04003,2009/10,130.89,2009-01-07,2010-06-30
CS04003,2010/11,172.66,2010-01-07,2011-06-30
CS04003,2011/12,172.99,2011-01-07,2012-06-30
CS04003,2012/13,175.25,2012-01-07,2013-06-30
CS04003,2013/14,176.81,2013-01-07,2014-06-30
CS04003,2014/15,181.84,2014-01-07,2015-06-30
CS04003,2015/16,168.81,2015-01-07,2016-06-30
CS04003,2016/17,173.75,2016-01-07,2017-06-30
CS04004,2001/02,29.12,2001-01-07,2002-06-30
CS04004,2002/03,30.75,2002-01-07,2003-06-30
CS04004,2003/04,32.06,2003-01-07,2004-06-30
CS04004,2004/05,32.9,2004-01-07,2005-06-30
CS04004,2005/06,33.67,2005-01-07,2006-06-30
CS04004,2006/07,34.56,2006-01-07,2007-06-30
CS04004,2007/08,38.12,2007-01-07,2008-06-30
CS04004,2008/09,40.2,2008-01-07,2009-06-30
CS04004,2009/10,441.19,2009-01-07,2010-06-30
CS04004,2010/11,535.41,2010-01-07,2011-06-30
CS04004,2011/12,556.29,2011-01-07,2012-06-30
CS04004,2012/13,563.56,2012-01-07,2013-06-30
CS04004,2013/14,568.57,2013-01-07,2014-06-30
CS04004,2014/15,584.75,2014-01-07,2015-06-30
CS04004,2015/16,708.66,2015-01-07,2016-06-30
CS04004,2016/17,711.35,2016-01-07,2017-06-30
CS04005,2001/02,39.57,2001-01-07,2002-06-30
CS04005,2002/03,41.79,2002-01-07,2003-06-30
CS04005,2003/04,43.56,2003-01-07,2004-06-30
CS04005,2004/05,44.7,2004-01-07,2005-06-30
CS04005,2005/06,45.75,2005-01-07,2006-06-30
CS04005,2006/07,46.96,2006-01-07,2007-06-30
CS04005,2007/08,51.79,2007-01-07,2008-06-30
CS04005,2008/09,54.62,2008-01-07,2009-06-30
CS04005,2009/10,139.16,2009-01-07,2010-06-30
CS04005,2010/11,168.87,2010-01-07,2011-06-30
CS04005,2011/12,175.46,2011-01-07,2012-06-30
CS04005,2012/13,177.75,2012-01-07,2013-06-30
CS04005,2013/14,179.33,2013-01-07,2014-06-30
CS04005,2014/15,184.44,2014-01-07,2015-06-30
CS04005,2015/16,149.01,2015-01-07,2016-06-30
CS04005,2016/17,145.59,2016-01-07,2017-06-30
CS04006,2001/02,48.15,2001-01-07,2002-06-30
CS04006,2002/03,50.85,2002-01-07,2003-06-30
CS04006,2003/04,53,2003-01-07,2004-06-30
CS04006,2004/05,54.4,2004-01-07,2005-06-30
CS04006,2005/06,55.67,2005-01-07,2006-06-30
CS04006,2006/07,0,2006-01-07,2007-06-30
CS04006,2007/08,0,2007-01-07,2008-06-30
CS04006,2008/09,0,2008-01-07,2009-06-30
CS04006,2009/10,0,2009-01-07,2010-06-30
CS04006,2010/11,0,2010-01-07,2011-06-30
CS04006,2011/12,0,2011-01-07,2012-06-30
CS04006,2012/13,0,2012-01-07,2013-06-30
CS04006,2013/14,0,2013-01-07,2014-06-30
CS04006,2014/15,0,2014-01-07,2015-06-30
CS04006,2015/16,0,2015-01-07,2016-06-30
CS04006,2016/17,0,2016-01-07,2017-06-30
CS04007,2001/02,133.42,2001-01-07,2002-06-30
CS04007,2002/03,140.89,2002-01-07,2003-06-30
CS04007,2003/04,146.85,2003-01-07,2004-06-30
CS04007,2004/05,150.72,2004-01-07,2005-06-30
CS04007,2005/06,154.25,2005-01-07,2006-06-30
CS04007,2006/07,158.32,2006-01-07,2007-06-30
CS04007,2007/08,174.62,2007-01-07,2008-06-30
CS04007,2008/09,184.14,2008-01-07,2009-06-30
CS04007,2009/10,194.3,2009-01-07,2010-06-30
CS04007,2010/11,123.61,2010-01-07,2011-06-30
CS04007,2011/12,128.43,2011-01-07,2012-06-30
CS04007,2012/13,130.1,2012-01-07,2013-06-30
CS04007,2013/14,131.26,2013-01-07,2014-06-30
CS04007,2014/15,135,2014-01-07,2015-06-30
CS04007,2015/16,136.34,2015-01-07,2016-06-30
CS04007,2016/17,137.74,2016-01-07,2017-06-30
CS04008,2001/02,89.13,2001-01-07,2002-06-30
CS04008,2002/03,94.12,2002-01-07,2003-06-30
CS04008,2003/04,98.1,2003-01-07,2004-06-30
CS04008,2004/05,100.69,2004-01-07,2005-06-30
CS04008,2005/06,103.04,2005-01-07,2006-06-30
CS04008,2006/07,95.74,2006-01-07,2007-06-30
CS04008,2007/08,105.6,2007-01-07,2008-06-30
CS04008,2008/09,111.35,2008-01-07,2009-06-30
CS04008,2009/10,236.18,2009-01-07,2010-06-30
CS04008,2010/11,235.68,2010-01-07,2011-06-30
CS04008,2011/12,189.02,2011-01-07,2012-06-30
CS04008,2012/13,191.49,2012-01-07,2013-06-30
CS04008,2013/14,193.19,2013-01-07,2014-06-30
CS04008,2014/15,198.69,2014-01-07,2015-06-30
CS04008,2015/16,240.79,2015-01-07,2016-06-30
CS04008,2016/17,194.61,2016-01-07,2017-06-30
CS04009,2001/02,0,2001-01-07,2002-06-30
CS04009,2002/03,0,2002-01-07,2003-06-30
CS04009,2003/04,0,2003-01-07,2004-06-30
CS04009,2004/05,0,2004-01-07,2005-06-30
CS04009,2005/06,0,2005-01-07,2006-06-30
CS04009,2006/07,0,2006-01-07,2007-06-30
CS04009,2007/08,0,2007-01-07,2008-06-30
CS04009,2008/09,0,2008-01-07,2009-06-30
CS04009,2009/10,275.09,2009-01-07,2010-06-30
CS04009,2010/11,333.84,2010-01-07,2011-06-30
CS04009,2011/12,346.86,2011-01-07,2012-06-30
CS04009,2012/13,351.39,2012-01-07,2013-06-30
CS04009,2013/14,354.52,2013-01-07,2014-06-30
CS04009,2014/15,364.61,2014-01-07,2015-06-30
CS04009,2015/16,368.22,2015-01-07,2016-06-30
CS04009,2016/17,0,2016-01-07,2017-06-30
D01001,2001/02,2479.01,2001-01-07,2002-06-30
D01001,2002/03,2617.72,2002-01-07,2003-06-30
D01001,2003/04,2728.55,2003-01-07,2004-06-30
D01001,2004/05,2854.88,2004-01-07,2005-06-30
D01001,2005/06,2949.09,2005-01-07,2006-06-30
D01001,2006/07,3151.01,2006-01-07,2007-06-30
D01001,2007/08,3740.38,2007-01-07,2008-06-30
D01001,2008/09,3985.32,2008-01-07,2009-06-30
D01001,2009/10,4315.48,2009-01-07,2010-06-30
D01001,2010/11,4410.38,2010-01-07,2011-06-30
D01001,2011/12,4567.49,2011-01-07,2012-06-30
D01001,2012/13,4614.36,2012-01-07,2013-06-30
D01001,2013/14,4655.43,2013-01-07,2014-06-30
D01001,2014/15,4681.97,2014-01-07,2015-06-30
D01001,2015/16,4751.58,2015-01-07,2016-06-30
D01001,2016/17,4824.67,2016-01-07,2017-06-30
D01002,2001/02,131.05,2001-01-07,2002-06-30
D01002,2002/03,138.38,2002-01-07,2003-06-30
D01002,2003/04,144.24,2003-01-07,2004-06-30
D01002,2004/05,148.04,2004-01-07,2005-06-30
D01002,2005/06,151.51,2005-01-07,2006-06-30
D01002,2006/07,141.48,2006-01-07,2007-06-30
D01002,2007/08,147.33,2007-01-07,2008-06-30
D01002,2008/09,216.99,2008-01-07,2009-06-30
D01002,2009/10,238.1,2009-01-07,2010-06-30
D01002,2010/11,238.03,2010-01-07,2011-06-30
D01002,2011/12,246.02,2011-01-07,2012-06-30
D01002,2012/13,235.46,2012-01-07,2013-06-30
D01002,2013/14,237.55,2013-01-07,2014-06-30
D01002,2014/15,240.85,2014-01-07,2015-06-30
D01002,2015/16,243.34,2015-01-07,2016-06-30
D01002,2016/17,242.14,2016-01-07,2017-06-30
D01002S1,2001/02,0,2001-01-07,2002-06-30
D01002S1,2002/03,0,2002-01-07,2003-06-30
D01002S1,2003/04,48.37,2003-01-07,2004-06-30
D01002S1,2004/05,0,2004-01-07,2005-06-30
D01002S1,2005/06,0,2005-01-07,2006-06-30
D01002S1,2006/07,47.45,2006-01-07,2007-06-30
D01002S1,2007/08,49.41,2007-01-07,2008-06-30
D01002S1,2008/09,49.68,2008-01-07,2009-06-30
D01002S1,2009/10,50.62,2009-01-07,2010-06-30
D01002S1,2010/11,0,2010-01-07,2011-06-30
D01002S1,2011/12,0,2011-01-07,2012-06-30
D01002S1,2012/13,0,2012-01-07,2013-06-30
D01002S1,2013/14,0,2013-01-07,2014-06-30
D01002S1,2014/15,0,2014-01-07,2015-06-30
D01002S1,2015/16,0,2015-01-07,2016-06-30
D01002S1,2016/17,0,2016-01-07,2017-06-30
D01002S2,2001/02,0,2001-01-07,2002-06-30
D01002S2,2002/03,0,2002-01-07,2003-06-30
D01002S2,2003/04,96.25,2003-01-07,2004-06-30
D01002S2,2004/05,0,2004-01-07,2005-06-30
D01002S2,2005/06,0,2005-01-07,2006-06-30
D01002S2,2006/07,94.41,2006-01-07,2007-06-30
D01002S2,2007/08,98.31,2007-01-07,2008-06-30
D01002S2,2008/09,98.84,2008-01-07,2009-06-30
D01002S2,2009/10,100.71,2009-01-07,2010-06-30
D01002S2,2010/11,98.74,2010-01-07,2011-06-30
D01002S2,2011/12,0,2011-01-07,2012-06-30
D01002S2,2012/13,0,2012-01-07,2013-06-30
D01002S2,2013/14,0,2013-01-07,2014-06-30
D01002S2,2014/15,0,2014-01-07,2015-06-30
D01002S2,2015/16,0,2015-01-07,2016-06-30
D01002S2,2016/17,0,2016-01-07,2017-06-30
D01003,2001/02,0,2001-01-07,2002-06-30
D01003,2002/03,0,2002-01-07,2003-06-30
D01003,2003/04,77.37,2003-01-07,2004-06-30
D01003,2004/05,0,2004-01-07,2005-06-30
D01003,2005/06,0,2005-01-07,2006-06-30
D01003,2006/07,83.45,2006-01-07,2007-06-30
D01003,2007/08,93.1,2007-01-07,2008-06-30
D01003,2008/09,98.17,2008-01-07,2009-06-30
D01003,2009/10,103.59,2009-01-07,2010-06-30
D01003,2010/11,105.38,2010-01-07,2011-06-30
D01003,2011/12,108.1,2011-01-07,2012-06-30
D01003,2012/13,103.46,2012-01-07,2013-06-30
D01003,2013/14,104.38,2013-01-07,2014-06-30
D01003,2014/15,105.82,2014-01-07,2015-06-30
D01003,2015/16,0,2015-01-07,2016-06-30
D01003,2016/17,0,2016-01-07,2017-06-30
D01004,2001/02,51.74,2001-01-07,2002-06-30
D01004,2002/03,54.64,2002-01-07,2003-06-30
D01004,2003/04,56.95,2003-01-07,2004-06-30
D01004,2004/05,58.45,2004-01-07,2005-06-30
D01004,2005/06,59.82,2005-01-07,2006-06-30
D01004,2006/07,55.84,2006-01-07,2007-06-30
D01004,2007/08,59.8,2007-01-07,2008-06-30
D01004,2008/09,60.12,2008-01-07,2009-06-30
D01004,2009/10,61.26,2009-01-07,2010-06-30
D01004,2010/11,60.06,2010-01-07,2011-06-30
D01004,2011/12,61.61,2011-01-07,2012-06-30
D01004,2012/13,58.97,2012-01-07,2013-06-30
D01004,2013/14,59.49,2013-01-07,2014-06-30
D01004,2014/15,60.31,2014-01-07,2015-06-30
D01004,2015/16,0,2015-01-07,2016-06-30
D01004,2016/17,0,2016-01-07,2017-06-30
D01005,2001/02,125.86,2001-01-07,2002-06-30
D01005,2002/03,132.9,2002-01-07,2003-06-30
D01005,2003/04,138.53,2003-01-07,2004-06-30
D01005,2004/05,142.18,2004-01-07,2005-06-30
D01005,2005/06,145.51,2005-01-07,2006-06-30
D01005,2006/07,135.88,2006-01-07,2007-06-30
D01005,2007/08,141.5,2007-01-07,2008-06-30
D01005,2008/09,149.21,2008-01-07,2009-06-30
D01005,2009/10,152.03,2009-01-07,2010-06-30
D01005,2010/11,149.06,2010-01-07,2011-06-30
D01005,2011/12,152.91,2011-01-07,2012-06-30
D01005,2012/13,146.34,2012-01-07,2013-06-30
D01005,2013/14,147.64,2013-01-07,2014-06-30
D01005,2014/15,149.69,2014-01-07,2015-06-30
D01005,2015/16,187.3,2015-01-07,2016-06-30
D01005,2016/17,227.63,2016-01-07,2017-06-30
D01022,2001/02,0,2001-01-07,2002-06-30
D01022,2002/03,0,2002-01-07,2003-06-30
D01022,2003/04,0,2003-01-07,2004-06-30
D01022,2004/05,0,2004-01-07,2005-06-30
D01022,2005/06,0,2005-01-07,2006-06-30
D01022,2006/07,0,2006-01-07,2007-06-30
D01022,2007/08,0,2007-01-07,2008-06-30
D01022,2008/09,0,2008-01-07,2009-06-30
D01022,2009/10,0,2009-01-07,2010-06-30
D01022,2010/11,0,2010-01-07,2011-06-30
D01022,2011/12,0,2011-01-07,2012-06-30
D01022,2012/13,0,2012-01-07,2013-06-30
D01022,2013/14,0,2013-01-07,2014-06-30
D01022,2014/15,0,2014-01-07,2015-06-30
D01022,2015/16,0,2015-01-07,2016-06-30
D01022,2016/17,112,2016-01-07,2017-06-30
DOM101,2001/02,35.18,2001-01-07,2002-06-30
DOM101,2002/03,37.15,2002-01-07,2003-06-30
DOM101,2003/04,38.72,2003-01-07,2004-06-30
DOM101,2004/05,39.74,2004-01-07,2005-06-30
DOM101,2005/06,40.67,2005-01-07,2006-06-30
DOM101,2006/07,59.9,2006-01-07,2007-06-30
DOM101,2007/08,64.15,2007-01-07,2008-06-30
DOM101,2008/09,64.5,2008-01-07,2009-06-30
DOM101,2009/10,88.97,2009-01-07,2010-06-30
DOM101,2010/11,96.02,2010-01-07,2011-06-30
DOM101,2011/12,101.79,2011-01-07,2012-06-30
DOM101,2012/13,97.42,2012-01-07,2013-06-30
DOM101,2013/14,98.29,2013-01-07,2014-06-30
DOM101,2014/15,99.65,2014-01-07,2015-06-30
DOM101,2015/16,101.69,2015-01-07,2016-06-30
DOM101,2016/17,101.96,2016-01-07,2017-06-30
DOM102,2001/02,35.18,2001-01-07,2002-06-30
DOM102,2002/03,37.15,2002-01-07,2003-06-30
DOM102,2003/04,38.72,2003-01-07,2004-06-30
DOM102,2004/05,39.74,2004-01-07,2005-06-30
DOM102,2005/06,40.67,2005-01-07,2006-06-30
DOM102,2006/07,497.47,2006-01-07,2007-06-30
DOM102,2007/08,548.36,2007-01-07,2008-06-30
DOM102,2008/09,551.32,2008-01-07,2009-06-30
DOM102,2009/10,561.72,2009-01-07,2010-06-30
DOM102,2010/11,550.76,2010-01-07,2011-06-30
DOM102,2011/12,564.96,2011-01-07,2012-06-30
DOM102,2012/13,540.71,2012-01-07,2013-06-30
DOM102,2013/14,545.52,2013-01-07,2014-06-30
DOM102,2014/15,553.08,2014-01-07,2015-06-30
DOM102,2015/16,576.72,2015-01-07,2016-06-30
DOM102,2016/17,584.08,2016-01-07,2017-06-30
DOM103,2001/02,35.18,2001-01-07,2002-06-30
DOM103,2002/03,37.15,2002-01-07,2003-06-30
DOM103,2003/04,38.72,2003-01-07,2004-06-30
DOM103,2004/05,39.74,2004-01-07,2005-06-30
DOM103,2005/06,40.67,2005-01-07,2006-06-30
DOM103,2006/07,1423.47,2006-01-07,2007-06-30
DOM103,2007/08,1569.08,2007-01-07,2008-06-30
DOM103,2008/09,1737.71,2008-01-07,2009-06-30
DOM103,2009/10,2155.34,2009-01-07,2010-06-30
DOM103,2010/11,2113.3,2010-01-07,2011-06-30
DOM103,2011/12,2167.8,2011-01-07,2012-06-30
DOM103,2012/13,2074.73,2012-01-07,2013-06-30
